community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_acald_e	0.5	0.17	1	0.085	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_actn__R_e	0.5	0.06	1	0.03	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_cit_e	0.5	0.31	1	0.155	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe3_e	0.5	0.37	1	0.185	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe3pyovd_kt_e	0.5	0.02	1	0.01	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_glyb_e	0.5	0.53	1	0.265	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_gua_e	0.5	0.01	1	0.005	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_h2s_e	0.5	0.35	1	0.175	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_leu__L_e	0.5	0.02	1	0.01	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_lys__L_e	0.5	0.27	1	0.135	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_nh4_e	0.5	0.03	1	0.015	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_no2_e	0.5	0.09	1	0.045	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_o2_e	0.5	1.0	1	0.5	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_orn_e	0.5	0.02	1	0.01	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_pi_e	0.5	0.04	1	0.02	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_rib__D_e	0.5	1.0	1	0.5	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_ura_e	0.5	0.02	1	0.01	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_acald_e	1.0	0.17	1	0.17	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_bz_e	1.0	1.0	1	1.0	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_fe2_e	1.0	0.6	1	0.6	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_fe3_e	1.0	0.37	1	0.37	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_fe3pyovd_kt_e	1.0	0.02	1	0.02	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_gal_e	1.0	0.26	1	0.26	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_gua_e	1.0	0.01	1	0.01	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_h2s_e	1.0	0.35	1	0.35	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_istfrnA_e	1.0	0.01	1	0.01	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_lys__L_e	1.0	0.27	1	0.27	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_mal__L_e	1.0	0.07	1	0.07	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_nac_e	1.0	1.0	1	1.0	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_nh4_e	1.0	0.03	1	0.03	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_no2_e	1.0	0.09	1	0.09	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_orn_e	1.0	0.02	1	0.02	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_pi_e	1.0	0.04	1	0.04	1721.BMC.7.1T.26.3
all	minimal	Clostridium_phoceensis_GD3_	Megasphaera_cerevisiae_DSM_20462_	M_ptrc_e	1.0	0.01	1	0.01	1721.BMC.7.1T.26.3
