community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_acald_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.1
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_anhgm_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_fe3_e	1.0	0.33	1	0.33	1721.Soil.NIL.100.N.14.1
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_h2o_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.1
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_no2_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.1
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_s_e	1.0	0.25	1	0.25	1721.Soil.NIL.100.N.14.1
all	minimal	Acinetobacter_gyllenbergii_NIPH_230_	Corynebacterium_appendicis_CIP_107643_DSM_44531_	M_thm_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_acald_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_cgly_e	1.0	0.49	1	0.49	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_cytd_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_fe3_e	1.0	0.61	1	0.61	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_fe3pyovd_kt_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_fum_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_glc__D_e	1.0	0.55	1	0.55	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_glu__L_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_gthrd_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_h2s_e	1.0	0.33	1	0.33	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_h_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_hom__L_e	1.0	0.04	1	0.04	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_nh4_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_no2_e	1.0	0.76	1	0.76	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_pi_e	1.0	0.71	1	0.71	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_rib__D_e	1.0	0.27	1	0.27	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_appendicis_CIP_107643_DSM_44531_	Massilia_putida_6NM_7T_	M_s_e	1.0	0.04	1	0.04	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_fe3pyovd_kt_e	0.3333333333333333	0.98	1	0.3266666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_g3pg_e	0.3333333333333333	0.32	1	0.1066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_gly_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_glyc3p_e	0.3333333333333333	0.66	1	0.22	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_gthrd_e	0.3333333333333333	0.46	1	0.1533333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_h2s_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_lac__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
