community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_leu__L_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_met__L_e	0.3333333333333333	0.05	1	0.0166666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_nh4_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_pi_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_s_e	0.3333333333333333	0.49	1	0.1633333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_ser__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Acinetobacter_gyllenbergii_NIPH_230_	M_trp__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_asp__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_cgly_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_co_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_fe3pyovd_kt_e	0.3333333333333333	0.98	1	0.3266666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_glc__D_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_gthrd_e	0.3333333333333333	0.46	1	0.1533333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_h2s_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_lac__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_nh4_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_pi_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Massilia_putida_6NM_7T_	M_s_e	0.3333333333333333	0.49	1	0.1633333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_cgly_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3pyovd_kt_e	0.3333333333333333	0.98	1	0.3266666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_glc__D_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc3p_e	0.3333333333333333	0.66	1	0.22	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2s_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_leu__L_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_nh4_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_pi_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Corynebacterium_fournierii_Marseille_P2948_	Pseudomonas_fuscovaginae_LMG_2158_	M_ptrc_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_cys__L_e	0.3333333333333333	0.15	1	0.0499999999999999	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_fe3pyovd_kt_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_glyc3p_e	0.3333333333333333	0.98	1	0.3266666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_glyc_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_gthrd_e	0.3333333333333333	0.03	1	0.0099999999999999	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_gua_e	0.3333333333333333	0.05	1	0.0166666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_h2s_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_indole_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_leu__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_lys__L_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_meoh_e	0.3333333333333333	1.0	1	0.3333333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Acinetobacter_gyllenbergii_NIPH_230_	M_pi_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_arg__L_e	0.3333333333333333	0.04	1	0.0133333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_asp__L_e	0.3333333333333333	0.05	1	0.0166666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_cgly_e	0.3333333333333333	0.6	1	0.1999999999999999	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_co_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_fe3pyovd_kt_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_glc__D_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_glu__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_glyc_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_gthrd_e	0.3333333333333333	0.03	1	0.0099999999999999	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_gua_e	0.3333333333333333	0.05	1	0.0166666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_h2s_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_indole_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_lys__L_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_meoh_e	0.3333333333333333	1.0	1	0.3333333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Massilia_putida_6NM_7T_	M_pi_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_arg__L_e	0.3333333333333333	0.04	1	0.0133333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_cgly_e	0.3333333333333333	0.6	1	0.1999999999999999	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3pyovd_kt_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_glc__D_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_glu__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc3p_e	0.3333333333333333	0.98	1	0.3266666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_gua_e	0.3333333333333333	0.05	1	0.0166666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2s_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_indole_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_leu__L_e	0.3333333333333333	0.01	1	0.0033333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_lys__L_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_meoh_e	0.3333333333333333	1.0	1	0.3333333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_pi_e	0.3333333333333333	0.02	1	0.0066666666666666	1721.Soil.NIL.100.N.14.1
all	minimal	Megasphaera_cerevisiae_DSM_20462_	Pseudomonas_fuscovaginae_LMG_2158_	M_ptrc_e	0.3333333333333333	0.16	1	0.0533333333333333	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_acald_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_chol_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_cys__L_e	0.5	0.05	1	0.025	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_fe3_e	0.5	0.05	1	0.025	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_fe3pyovd_kt_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_g3pg_e	0.5	0.93	1	0.465	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_gthrd_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_gua_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_h2s_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_indole_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_lys__L_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_meoh_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_met__L_e	0.5	0.48	1	0.24	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_nh4_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_pi_e	0.5	0.07	1	0.035	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_pyovd_kt_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_ser__L_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_thr__L_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Acinetobacter_gyllenbergii_NIPH_230_	M_ura_e	0.5	0.03	1	0.015	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_acald_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_arg__L_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_bz_e	0.5	1.0	1	0.5	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_fe3_e	0.5	0.05	1	0.025	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_fe3pyovd_kt_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_h2s_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_istfrnA_e	0.5	0.44	1	0.22	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_istfrnB_e	0.5	0.04	1	0.02	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_nh4_e	0.5	0.02	1	0.01	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_pyovd_kt_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Corynebacterium_fournierii_Marseille_P2948_	M_thr__L_e	0.5	0.01	1	0.005	1721.Soil.NIL.100.N.14.1
