community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_fe2_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_fe3_e	1.0	0.55	1	0.55	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_fe3pyovd_kt_e	1.0	0.44	1	0.44	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_glc__D_e	1.0	0.05	1	0.05	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_glyc_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_gua_e	1.0	0.06	1	0.06	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_h2s_e	1.0	0.57	1	0.57	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_h_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_indole_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_nh4_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_orn_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_pi_e	1.0	0.97	1	0.97	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_rib__D_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Thalassospira_mesophila_JCM_18969_	M_spmd_e	1.0	0.03	1	0.03	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_acald_e	0.25	0.37	1	0.0925	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_fe2_e	0.25	0.08	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_fe3_e	0.25	0.61	1	0.1525	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_fe3pyovd_kt_e	0.25	0.39	1	0.0975	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_h_e	0.25	0.04	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_nh4_e	0.25	0.03	1	0.0075	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Acinetobacter_brisouii_CIP_110357_	M_val__L_e	0.25	1.0	1	0.25	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_acald_e	0.25	0.37	1	0.0925	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_cu2_e	0.25	1.0	1	0.25	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_fe2_e	0.25	0.08	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_fe3_e	0.25	0.61	1	0.1525	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_fe3pyovd_kt_e	0.25	0.39	1	0.0975	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_gthrd_e	0.25	0.47	1	0.1175	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_h2s_e	0.25	0.49	1	0.1225	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_h_e	0.25	0.04	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_nh4_e	0.25	0.03	1	0.0075	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pedobacter_nyackensis_DSM_19625_	M_s_e	0.25	0.04	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_acald_e	0.25	0.37	1	0.0925	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_fe2_e	0.25	0.08	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_fe3_e	0.25	0.61	1	0.1525	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_fe3pyovd_kt_e	0.25	0.39	1	0.0975	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_h_e	0.25	0.04	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_nh4_e	0.25	0.03	1	0.0075	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_o2_e	0.25	1.0	1	0.25	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Propionibacterium_acnes_KPA171202_	M_s_e	0.25	0.04	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_acald_e	1.0	0.37	1	0.37	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_cu2_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe2_e	1.0	0.08	1	0.08	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3_e	1.0	0.61	1	0.61	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3pyovd_kt_e	1.0	0.39	1	0.39	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_glc__D_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2s_e	1.0	0.49	1	0.49	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_h_e	1.0	0.04	1	0.04	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_nh4_e	1.0	0.03	1	0.03	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_o2_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_orn_e	1.0	0.03	1	0.03	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_pi_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Pseudomonas_fuscovaginae_LMG_2158_	M_val__L_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_acald_e	1.0	0.37	1	0.37	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_fe2_e	1.0	0.08	1	0.08	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_fe3_e	1.0	0.61	1	0.61	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_fe3pyovd_kt_e	1.0	0.39	1	0.39	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_glc__D_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_gthrd_e	1.0	0.47	1	0.47	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_h2s_e	1.0	0.49	1	0.49	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_h_e	1.0	0.04	1	0.04	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_nh4_e	1.0	0.03	1	0.03	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_orn_e	1.0	0.03	1	0.03	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_pi_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Ruminococcus_faecis_JCM_15917_	Thalassospira_mesophila_JCM_18969_	M_s_e	1.0	0.04	1	0.04	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_acald_e	1.0	0.22	1	0.22	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_cgly_e	1.0	0.8	1	0.8	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_cu2_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_etoh_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3pyovd_kt_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_glu__L_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2o_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2s_e	1.0	0.02	1	0.02	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_h_e	1.0	0.03	1	0.03	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_o2_e	1.0	1.0	1	1.0	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_pi_e	1.0	0.81	1	0.81	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_rib__D_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
all	minimal	Thalassospira_mesophila_JCM_18969_	Pseudomonas_fuscovaginae_LMG_2158_	M_stfrnA_e	1.0	0.01	1	0.01	1721.Soil.NIL.100.N.14.2
