community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_gthrd_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_gua_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_h2o_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_h2s_e	0.5	0.3	1	0.15	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_leu__L_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_lys__L_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_met__L_e	0.5	0.03	1	0.015	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_nh4_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_pi_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_ppap_e	0.5	0.66	1	0.33	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_s_e	0.5	0.53	1	0.265	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Acinetobacter_gyllenbergii_NIPH_230_	M_ura_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_acald_e	0.5	0.03	1	0.015	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_arg__L_e	0.5	0.03	1	0.015	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_cgly_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_cu2_e	0.5	0.99	1	0.495	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_etoh_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe2_e	0.5	1.0	1	0.5	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_glc__D_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc3p_e	0.5	0.29	1	0.145	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_gua_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2o_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2s_e	0.5	0.3	1	0.15	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_istfrnB_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_leu__L_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_lys__L_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_nh4_e	0.5	0.02	1	0.01	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_orn_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_pi_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_ppap_e	0.5	0.66	1	0.33	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_ura_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Luteipulveratus_halotolerans_C296001_	Pseudomonas_fuscovaginae_LMG_2158_	M_val__L_e	0.5	0.01	1	0.005	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_acald_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_cys__L_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_fe2_e	1.0	0.06	1	0.06	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_fe3pyovd_kt_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_glyald_e	1.0	0.45	1	0.45	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_glyc_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_h_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_lac__L_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_met__L_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_nh4_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_oxa_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_pi_e	1.0	1.0	1	1.0	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_ser__L_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_tyr__L_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Acinetobacter_gyllenbergii_NIPH_230_	M_ura_e	1.0	1.0	1	1.0	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_acald_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_cgly_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_cu2_e	1.0	1.0	1	1.0	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_fe2_e	1.0	0.06	1	0.06	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_fe3pyovd_kt_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_glc__D_e	1.0	0.49	1	0.49	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_glu__L_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_glyc_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_h_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_nh4_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_o2_e	1.0	0.08	1	0.08	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_orn_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Methylobacterium_phyllostachyos_BL47_	Luteipulveratus_halotolerans_C296001_	M_pi_e	1.0	1.0	1	1.0	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_acald_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_arg__L_e	1.0	0.37	1	0.37	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_cgly_e	1.0	0.03	1	0.03	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_cu2_e	1.0	0.5	1	0.5	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_etoh_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_fe2_e	1.0	0.81	1	0.81	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_fe3pyovd_kt_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_glyc_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_gthrd_e	1.0	0.06	1	0.06	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_gua_e	1.0	0.02	1	0.02	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_h_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_indole_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_istfrnA_e	1.0	0.11	1	0.11	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_nh4_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_o2_e	1.0	1.0	1	1.0	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_orn_e	1.0	0.01	1	0.01	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_pi_e	1.0	0.03	1	0.03	1721.B3B
all	minimal	Pseudomonas_fuscovaginae_LMG_2158_	Luteipulveratus_halotolerans_C296001_	M_spmd_e	1.0	0.01	1	0.01	1721.B3B
