community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_etoh_e	1.0	0.03	1	0.03	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_fe2_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_fe3_e	1.0	0.19	1	0.19	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_h2s_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_h_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_o2_e	1.0	1.0	1	1.0	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Halocynthiibacter_namhaensis_RA2_3_	M_pi_e	1.0	0.02	1	0.02	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_cys__L_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_etoh_e	1.0	0.03	1	0.03	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_fe2_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_fe3_e	1.0	0.19	1	0.19	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_glyc3p_e	1.0	0.98	1	0.98	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_h2s_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_h_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_pi_e	1.0	0.02	1	0.02	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Hellea_balneolensis_DSM_19091_	M_tsul_e	1.0	0.14	1	0.14	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_ala__L_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_arg__L_e	1.0	0.97	1	0.97	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_cys__L_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_etoh_e	1.0	0.03	1	0.03	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_fe2_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_fe3_e	1.0	0.19	1	0.19	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_glyc3p_e	1.0	0.98	1	0.98	1721.BMC.7.5T.21.1
all	minimal	Alteromonas_stellipolaris_LMG_21861_	Vibrio_tritonius_JCM_16456_	M_h2s_e	1.0	0.01	1	0.01	1721.BMC.7.5T.21.1
